t,theta_student,phi_student,theta_reference,phi_reference
4.600000000000000533e+00,2.340064565370004734e-01,3.972042180033598768e+00,4.810146688917749103e-02,1.389460681251095953e-01
4.610000000000000320e+00,2.430639390298688363e-01,3.905965869242409294e+00,4.532216927816788699e-02,1.313713402266588059e-01
4.620000000000000107e+00,2.535909650057209253e-01,3.838202882510565850e+00,4.268792465445253592e-02,1.242022504195398752e-01
4.629999999999999893e+00,2.655848857006340435e-01,3.768752355270810206e+00,4.019237268092588911e-02,1.174196115671895524e-01
4.639999999999999680e+00,2.790076585725613234e-01,3.697654839861352905e+00,3.782915302048239781e-02,1.110042365330445868e-01
4.650000000000000355e+00,2.938734384548552514e-01,3.624890462343377084e+00,3.559190533601632594e-02,1.049369381805412560e-01
4.660000000000000142e+00,3.100638722903425459e-01,3.550594984518465225e+00,3.347705804598318652e-02,9.920708891796881090e-02
4.669999999999999929e+00,3.274293269689429464e-01,3.474940779308788308e+00,3.147508592122103682e-02,9.378673931496855909e-02
4.679999999999999716e+00,3.458201693805749155e-01,3.398100219636523978e+00,2.957944156156951804e-02,8.865712193461798563e-02
4.690000000000000391e+00,3.650700606159429373e-01,3.320265205244910867e+00,2.778574095014758188e-02,8.380601066229836915e-02
4.700000000000000178e+00,3.849401840521096685e-01,3.241712265792895398e+00,2.608960007007467274e-02,7.922117938339232057e-02
4.709999999999999964e+00,4.051614177820256901e-01,3.162752920889731811e+00,2.448663490446974234e-02,7.489040198328114628e-02
4.719999999999999751e+00,4.254621619399150956e-01,3.083701539167583494e+00,2.297246143645189850e-02,7.080145234734658288e-02
4.730000000000000426e+00,4.455506655309799946e-01,3.004895831542345075e+00,2.154269564914013807e-02,6.694210436097002004e-02
4.740000000000000213e+00,4.651640828861391408e-01,2.926640036509541076e+00,2.019295352565383950e-02,6.330013190953388824e-02
4.750000000000000000e+00,4.840525007063342100e-01,2.849223361291285617e+00,1.891885104911197532e-02,5.986330887841957715e-02
4.759999999999999787e+00,5.019910426065269382e-01,2.772906055269659831e+00,1.771600420263366726e-02,5.661940915300880950e-02
4.770000000000000462e+00,5.188174043485247466e-01,2.697875418756779275e+00,1.658026390905080472e-02,5.355685589081637943e-02
4.780000000000000249e+00,5.343884935940753644e-01,2.624296200995216655e+00,1.550997181001605163e-02,5.067117236558449367e-02
4.790000000000000036e+00,5.485895624885726019e-01,2.552300174308643754e+00,1.449836645777733378e-02,4.794391083088035688e-02
4.799999999999999822e+00,5.613713741313247629e-01,2.481941577049697756e+00,1.354308054390284538e-02,4.536864822336495601e-02
4.810000000000000497e+00,5.726918875042474877e-01,2.413266189588751942e+00,1.264174675996070085e-02,4.293896147969905597e-02
4.820000000000000284e+00,5.825268075076057706e-01,2.346298534270130354e+00,1.179199779751925400e-02,4.064842753654409474e-02
4.830000000000000071e+00,5.908855155627993350e-01,2.281023262005550833e+00,1.099146634814661232e-02,3.849062333056082336e-02
4.839999999999999858e+00,5.977937403065142208e-01,2.217406363371826838e+00,1.023778510341097348e-02,3.645912579841023571e-02
4.850000000000000533e+00,6.032799098848689034e-01,2.155411200436395891e+00,9.528586754880462306e-03,3.454751187675314528e-02
4.860000000000000320e+00,6.073845331454996721e-01,2.094986169178622237e+00,8.861503994123401395e-03,3.274935850225089984e-02
4.870000000000000107e+00,6.101592838627085680e-01,2.036070452201032221e+00,8.234169512707915570e-03,3.105824261156428859e-02
4.879999999999999893e+00,6.116573118682309129e-01,1.978602608229925730e+00,7.644216002202202515e-03,2.946774114135431236e-02
4.889999999999999680e+00,6.119336715380656599e-01,1.922522693770337687e+00,7.089939944792675482e-03,2.797322863729898371e-02
4.900000000000000355e+00,6.110479331446041495e-01,1.867758883491593469e+00,6.569597072473557474e-03,2.657001255903169989e-02
4.910000000000000142e+00,6.090599074281269898e-01,1.814255476984591109e+00,6.080379537613076792e-03,2.525052043824931036e-02
4.919999999999999929e+00,6.060294051289141226e-01,1.761956773840213986e+00,5.621149109462455357e-03,2.401168567914840207e-02
4.929999999999999716e+00,6.020162369872459340e-01,1.710807073649350141e+00,5.190767557272960193e-03,2.285044168592567995e-02
4.940000000000000391e+00,5.970784712496717273e-01,1.660761782206364057e+00,4.788096650295826234e-03,2.176372186277776566e-02
4.950000000000000178e+00,5.912791389907572359e-01,1.611756978214626823e+00,4.411998157782393362e-03,2.074845961390155841e-02
4.959999999999999964e+00,5.846748361015570161e-01,1.563761451740367070e+00,4.061333848983892172e-03,1.980158834349367292e-02
4.969999999999999751e+00,5.773217587961166908e-01,1.516746011449605192e+00,3.734965493151591424e-03,1.892004145575081758e-02
4.980000000000000426e+00,5.692761032884813277e-01,1.470681466008357141e+00,3.431754859536733857e-03,1.810075235486963141e-02
4.990000000000000213e+00,5.605940657926976600e-01,1.425538624082651751e+00,3.150563717390642005e-03,1.734065444504697545e-02
5.000000000000000000e+00,5.513014906485120825e-01,1.381306497482457374e+00,2.890253835964555137e-03,1.663668113047947483e-02
5.009999999999999787e+00,5.414897458319323231e-01,1.337941021045884415e+00,2.650439188664225829e-03,1.598779089399779071e-02
5.020000000000000462e+00,5.312236884890711996e-01,1.295428199104957212e+00,2.429733538626618460e-03,1.539025732703463815e-02
5.030000000000000249e+00,5.205469258060270166e-01,1.253767949735408616e+00,2.227116054648467080e-03,1.484133480979729809e-02
5.040000000000000036e+00,5.095030649688955249e-01,1.212960191012960154e+00,2.042189580815658833e-03,1.433995521475939922e-02
5.049999999999999822e+00,4.981357131637731417e-01,1.173004841013336907e+00,1.874556961214099730e-03,1.388505041439463093e-02
5.060000000000000497e+00,4.864884775767553959e-01,1.133901817812261292e+00,1.723821039929684723e-03,1.347555228117664448e-02
5.070000000000000284e+00,4.746049653939408697e-01,1.095651039485465272e+00,1.589584661048347360e-03,1.311039268757919866e-02
5.080000000000000071e+00,4.625287838014250918e-01,1.058252424108670819e+00,1.471450668655979992e-03,1.278850350607594298e-02
5.089999999999999858e+00,4.503035399853045906e-01,1.021705889757603014e+00,1.369021906838490364e-03,1.250881660914056510e-02
5.100000000000000533e+00,4.379728411316747838e-01,9.860113545079846054e-01,1.281901219681777547e-03,1.227026386924673362e-02
5.110000000000000320e+00,4.255802944266343646e-01,9.511687364355470020e-01,1.209691451271763382e-03,1.207177715886817264e-02
5.120000000000000107e+00,4.131687492252711369e-01,9.171775170437056479e-01,1.151995445694347807e-03,1.191228835047855247e-02
5.129999999999999893e+00,4.007632623267849969e-01,8.840365131968578316e-01,1.108822626938320028e-03,1.179182276310314706e-02
5.139999999999999680e+00,3.884156499638896642e-01,8.517652184365146484e-01,1.079694051052024987e-03,1.170909303146155933e-02
5.150000000000000355e+00,3.761489447958225041e-01,8.203604136417242954e-01,1.064611841670941089e-03,1.166410487382522551e-02
5.160000000000000142e+00,3.639861794818243235e-01,7.898188796915434073e-01,1.063649737645737522e-03,1.165705655126494412e-02
5.169999999999999929e+00,3.519503866811324322e-01,7.601373974650200704e-01,1.076881477827079138e-03,1.168814632485150155e-02
5.179999999999999716e+00,3.400645990529854168e-01,7.313127478412051463e-01,1.104380801065633173e-03,1.175757245565568938e-02
5.190000000000000391e+00,3.283518492566206981e-01,7.033417116991470541e-01,1.146221446212070550e-03,1.186553320474830787e-02
5.200000000000000178e+00,3.168351699512789166e-01,6.762210699179019846e-01,1.202477152117050700e-03,1.201222683320013300e-02
5.209999999999999964e+00,3.055060836719670769e-01,6.499306183865478648e-01,1.273381348357901632e-03,1.219828138753933748e-02
5.219999999999999751e+00,2.944212775758269229e-01,6.244851999709417623e-01,1.359076093175043279e-03,1.242407861372996428e-02
5.230000000000000426e+00,2.835959691785358006e-01,5.998759122468501070e-01,1.459556112197876298e-03,1.268960341716542442e-02
5.240000000000000213e+00,2.730322807993978973e-01,5.760866790624936673e-01,1.575316185135066781e-03,1.299618658243045961e-02
5.250000000000000000e+00,2.627323347577147916e-01,5.531014242660863278e-01,1.706851091695306194e-03,1.334515889410988095e-02
5.259999999999999787e+00,2.526982533727887281e-01,5.309040717058446379e-01,1.854655611587278843e-03,1.373785113678847696e-02
5.270000000000000462e+00,2.429321589639213408e-01,5.094785452299831485e-01,2.019224524519683348e-03,1.417559409505108128e-02
5.280000000000000249e+00,2.334361738504167061e-01,4.888087686867218506e-01,2.201052610201174094e-03,1.465971855348240094e-02
5.290000000000000036e+00,2.242124203515762915e-01,4.688786659242751287e-01,2.400634648340449484e-03,1.519155529666726782e-02
5.299999999999999822e+00,2.152630207867025913e-01,4.496721607908594764e-01,2.618931189035362574e-03,1.577369272656577170e-02
5.310000000000000497e+00,2.065900974750971286e-01,4.311731771346893893e-01,2.855994584582390028e-03,1.640626407008708917e-02
5.320000000000000284e+00,1.981957727360638688e-01,4.133656388039848029e-01,3.112671854186411721e-03,1.709154876787799190e-02
5.330000000000000071e+00,1.900821688889044458e-01,3.962334696469601014e-01,3.389995410306058908e-03,1.783232704307575328e-02
5.339999999999999858e+00,1.822488610598053949e-01,3.797646998309718858e-01,3.688997665399942893e-03,1.863137911881759812e-02
5.350000000000000533e+00,1.746890919141024234e-01,3.639351953517213634e-01,4.010711031926703606e-03,1.949148521824083796e-02
5.360000000000000320e+00,1.673985699353179590e-01,3.487176628935164113e-01,4.356167922344895971e-03,2.041542556448253457e-02
5.370000000000000107e+00,1.603709546271817055e-01,3.340944444910589617e-01,4.726400749113157315e-03,2.140598038067999254e-02
5.379999999999999893e+00,1.535999054934240604e-01,3.200478821790524453e-01,5.122692869862373842e-03,2.246661442438332296e-02
5.389999999999999680e+00,1.470790820377753938e-01,3.065603179922002375e-01,5.546310554196257070e-03,2.360074041395440053e-02
5.400000000000000355e+00,1.408021437639656037e-01,2.936140939652046589e-01,5.997884710880863057e-03,2.481003209704317133e-02
5.410000000000000142e+00,1.347627501757261426e-01,2.811915521327713607e-01,6.479221084973669012e-03,2.609936860426864680e-02
5.419999999999999929e+00,1.289545607767868529e-01,2.692750345296025527e-01,6.992125421532268369e-03,2.747362906625015755e-02
5.429999999999999716e+00,1.233712350708781186e-01,2.578468831904017211e-01,7.538403465614219867e-03,2.893769261360692319e-02
5.440000000000000391e+00,1.180064325617298793e-01,2.468894401498712143e-01,8.119860962277132554e-03,3.049643837695832291e-02
5.450000000000000178e+00,1.128538127530734625e-01,2.363850474427164339e-01,8.738303656578461087e-03,3.215474548692329876e-02
5.459999999999999964e+00,1.079070351486387941e-01,2.263160471036397836e-01,9.395537293575808441e-03,3.391749307412121606e-02
5.469999999999999751e+00,1.031601433548680335e-01,2.166658408838922079e-01,1.009429633350947091e-02,3.579216072280178712e-02
5.480000000000000426e+00,9.860962844997722687e-02,2.074280250891415711e-01,1.083553129887429231e-02,3.778118771089124944e-02
5.490000000000000213e+00,9.424150778269028972e-02,1.985692649209158667e-01,1.162163456502183015e-02,3.989105184234752188e-02
5.500000000000000000e+00,9.005018812044426890e-02,1.900774061571506579e-01,1.245556141865689255e-02,4.212981103120128079e-02
5.509999999999999787e+00,8.603007623067659981e-02,1.819402945757823131e-01,1.334026714648422693e-02,4.450552319148302904e-02
5.520000000000000462e+00,8.217557888082438478e-02,1.741457759547465345e-01,1.427870703520866397e-02,4.702624623722350544e-02
5.530000000000000249e+00,7.848110283832578082e-02,1.666816960719810781e-01,1.527383637153478455e-02,4.970003808245277571e-02
5.540000000000000036e+00,7.494105487061784865e-02,1.595359007054216183e-01,1.632861044216741414e-02,5.253495664120154396e-02
5.549999999999999822e+00,7.154984174513806527e-02,1.526962356330044956e-01,1.744662345611211474e-02,5.554106817484703168e-02
5.560000000000000497e+00,6.830187022932357466e-02,1.461505466326655789e-01,1.863225576249723237e-02,5.873081866016705704e-02
5.570000000000000284e+00,6.519154709061240893e-02,1.398866794823423465e-01,1.988570838890555206e-02,6.210329174138618652e-02
5.580000000000000071e+00,6.221327909644170512e-02,1.338924799599706117e-01,2.121179422713936891e-02,6.567203632918616751e-02
5.589999999999999858e+00,5.936147301424892636e-02,1.281557938434867427e-01,2.261532616900087736e-02,6.945060133424847681e-02
5.600000000000000533e+00,5.663053561147127907e-02,1.226644669108266361e-01,2.410111710629240372e-02,7.345253566725491734e-02
5.610000000000000320e+00,5.401984771130424051e-02,1.174171878627792431e-01,2.567397993081588572e-02,7.769138823888627199e-02
5.620000000000000107e+00,5.151939807137465716e-02,1.123931772988854272e-01,2.733872753437364272e-02,8.218070795982435062e-02
5.629999999999999893e+00,4.912335565647262675e-02,1.075803041565999429e-01,2.910017280876786572e-02,8.693404374075058838e-02
5.639999999999999680e+00,4.682836900712118722e-02,1.029717126208167938e-01,3.096312864580074917e-02,9.196494449234648982e-02
5.650000000000000355e+00,4.463108666384318912e-02,9.856054687642958057e-02,3.293240793727467142e-02,9.728695912529397583e-02
5.660000000000000142e+00,4.252815716716205202e-02,9.433995110833309772e-02,3.501375638274521751e-02,1.029214394813981470e-01
5.669999999999999929e+00,4.051622905760062648e-02,9.030306950142093225e-02,3.721222595680322154e-02,1.088757282917920538e-01
5.679999999999999716e+00,3.859195087568195043e-02,8.644304624058707365e-02,3.953399774990875443e-02,1.151666873597446128e-01
5.690000000000000391e+00,3.675197116192889524e-02,8.275302551072521995e-02,4.198567698394423120e-02,1.218154029439786623e-01
5.700000000000000178e+00,3.499293845686483190e-02,7.922615149672999901e-02,4.457386888079140075e-02,1.288429613032152643e-01
5.709999999999999964e+00,3.331150130101263873e-02,7.585556838349509501e-02,4.730517866233269197e-02,1.362704486961772987e-01
5.719999999999999751e+00,3.170430823489533978e-02,7.263442035591449741e-02,5.018621155045029092e-02,1.441189513815869794e-01
5.730000000000000426e+00,3.016800779903585500e-02,6.955585159888190427e-02,5.322357276702666118e-02,1.524095556181673528e-01
5.740000000000000213e+00,2.869924853395748252e-02,6.661300629729191569e-02,5.642386753394347532e-02,1.611633476646391616e-01
5.750000000000000000e+00,2.729467898018313535e-02,6.379902863603820196e-02,5.979370107308317611e-02,1.704014137797253969e-01
5.759999999999999787e+00,2.595305390014680802e-02,6.111136167328155844e-02,6.333890853998273840e-02,1.801448785673751829e-01
5.770000000000000462e+00,2.467101117869703944e-02,5.854327631832532963e-02,6.706669904559833806e-02,1.904180902604369618e-01
5.780000000000000249e+00,2.344413609252533892e-02,5.608585352141599867e-02,7.098599584651842098e-02,2.012465009362568447e-01
5.790000000000000036e+00,2.227069468608055061e-02,5.373560453335624737e-02,7.510175907268640261e-02,2.126546282108566499e-01
5.799999999999999822e+00,2.114895300381162274e-02,5.148904060494900736e-02,7.941894885404533755e-02,2.246669897002572247e-01
5.810000000000000497e+00,2.007717709016741681e-02,4.934267298699702986e-02,8.394252532053872451e-02,2.373081030204806374e-01
5.820000000000000284e+00,1.905363298959707880e-02,4.729301293030362119e-02,8.867744860210885482e-02,2.506024857875455147e-01
5.830000000000000071e+00,1.807658674654946326e-02,4.533657168567151174e-02,9.362796085584883243e-02,2.645740800326008557e-01
5.839999999999999858e+00,1.714430440547352885e-02,4.346986050390364009e-02,9.879499636640377835e-02,2.792448933809961731e-01
5.850000000000000533e+00,1.625505201081814746e-02,4.168939063580277826e-02,1.041895965097036358e-01,2.946459352447691193e-01
5.860000000000000320e+00,1.540709560703243733e-02,3.999167333217217013e-02,1.098091752711259361e-01,3.107971234453088538e-01
5.870000000000000107e+00,1.459870123856526689e-02,3.837321984381457385e-02,1.156511466360496260e-01,3.277183758040086436e-01
5.879999999999999893e+00,1.382813494986558957e-02,3.683054142153292798e-02,1.217129245898532497e-01,3.454296101422605902e-01
5.889999999999999680e+00,1.309366278538236228e-02,3.536014931613017109e-02,1.279919231179152406e-01,3.639507442814564064e-01
5.900000000000000355e+00,1.239355078956447948e-02,3.395855477840910297e-02,1.344855562056147535e-01,3.833016960429899700e-01
5.910000000000000142e+00,1.172668369112911564e-02,3.262351194577301633e-02,1.411835077974418484e-01,4.034964759194443196e-01
5.919999999999999929e+00,1.109248888794709710e-02,3.135388056292472136e-02,1.480888112923412492e-01,4.245588145586051132e-01
5.929999999999999716e+00,1.048785811832257144e-02,3.014342772544989502e-02,1.551871622139414930e-01,4.464989898897431253e-01
5.940000000000000391e+00,9.911975871755171474e-03,2.899051949781152049e-02,1.624631357572763335e-01,4.693264259992707133e-01
5.950000000000000178e+00,9.364026637744684439e-03,2.789352194447288630e-02,1.699013071173775535e-01,4.930505469735940727e-01
5.959999999999999964e+00,8.843194905790739690e-03,2.685080112989696871e-02,1.774862514892789067e-01,5.176807768991253944e-01
5.969999999999999751e+00,8.348665165393023835e-03,2.586072311854684808e-02,1.852025440680134805e-01,5.432265398622750929e-01
5.980000000000000426e+00,7.879621906051174907e-03,2.492165397488553535e-02,1.930192524619505079e-01,5.697093982021279590e-01
5.990000000000000213e+00,7.435249617264967116e-03,2.403195976337627049e-02,2.009360199715085060e-01,5.971169415756902854e-01
6.000000000000000000e+00,7.014732788534035028e-03,2.319000654848205750e-02,2.089309363649184126e-01,6.254487855680523900e-01
6.009999999999999787e+00,6.617255909358064382e-03,2.239416039466596980e-02,2.169744756512290429e-01,6.547107463470873689e-01
6.020000000000000462e+00,6.242003469236707958e-03,2.164278736639103570e-02,2.250371118394899062e-01,6.849086400806709829e-01
6.030000000000000249e+00,5.888159957669713944e-03,2.093425352812046392e-02,2.330893189387482911e-01,7.160482829366713320e-01
6.040000000000000036e+00,5.554909864156733386e-03,2.026692494431727234e-02,2.411015709580536792e-01,7.481354910829638438e-01
6.049999999999999822e+00,5.241437678197448553e-03,1.963916767944454134e-02,2.490443419064548858e-01,7.811760806874219476e-01
6.060000000000000497e+00,4.946936688774487834e-03,1.904936541505502720e-02,2.568881057930013645e-01,8.151758679179217371e-01
6.070000000000000284e+00,4.672143843385487445e-03,1.849899380383589545e-02,2.646033366267404041e-01,8.501406689423303131e-01
6.080000000000000071e+00,4.414692209148149762e-03,1.798331525903301004e-02,2.721605084167216804e-01,8.860762999285238806e-01
6.089999999999999858e+00,4.174315369400002397e-03,1.750179655366669931e-02,2.795300951719937310e-01,9.229885770443754245e-01
6.100000000000000533e+00,3.950746907478552145e-03,1.705390446075724306e-02,2.866673518609188509e-01,9.609090367783975628e-01
6.110000000000000320e+00,3.743720406721366082e-03,1.663910575332504596e-02,2.935568803869414434e-01,9.998103390105216315e-01
6.120000000000000107e+00,3.552969450465949704e-03,1.625686720439038432e-02,3.001632995043784224e-01,1.039708794000688385e+00
6.129999999999999893e+00,3.378227622049830188e-03,1.590665558697358303e-02,3.064464056382531498e-01,1.080630010215871906e+00
6.140000000000000568e+00,3.219228504810520402e-03,1.558793767409493922e-02,3.123659952135894868e-01,1.122599596123050159e+00
6.150000000000000355e+00,3.075705682085575279e-03,1.530018023877482980e-02,3.178818646554097960e-01,1.165643160189189675e+00
6.160000000000000142e+00,2.947392737212507687e-03,1.504285005403354671e-02,3.229538103887379386e-01,1.209786310881268312e+00
6.169999999999999929e+00,2.834023253528843069e-03,1.481541389289141308e-02,3.275416288385974428e-01,1.255054656666260371e+00
6.179999999999999716e+00,2.735330814372109037e-03,1.461733852836874861e-02,3.316051164300115595e-01,1.301473806011139489e+00
6.190000000000000391e+00,2.651049003079824964e-03,1.444809073348586603e-02,3.351028207594404784e-01,1.349071497456321822e+00
6.200000000000000178e+00,2.580911402989533206e-03,1.430713728126311278e-02,3.379863025633963458e-01,1.397888816032422987e+00
6.209999999999999964e+00,2.524651597438750967e-03,1.419394494472079812e-02,3.402021623202280964e-01,1.447973131043721606e+00
6.219999999999999751e+00,2.482398541449327024e-03,1.410877179051183566e-02,3.416940251854955757e-01,1.499375321617335333e+00
6.230000000000000426e+00,2.453779909339097627e-03,1.405087273844982110e-02,3.424068845192365651e-01,1.552144808730401060e+00
6.240000000000000213e+00,2.438751367670618630e-03,1.402015906462449404e-02,3.422728625032704364e-01,1.606347973250954908e+00
6.250000000000000000e+00,2.437391171526769474e-03,1.401678737923981247e-02,3.412177714221383829e-01,1.662059382896459159e+00
6.259999999999999787e+00,2.449777575990433071e-03,1.404091429249973953e-02,3.391621738742384151e-01,1.719360514274096419e+00
6.270000000000000462e+00,2.475988836144494502e-03,1.409269641460824188e-02,3.360265928581436801e-01,1.778332473118800383e+00
6.280000000000000249e+00,2.516103207071832340e-03,1.417229035576927573e-02,3.317026512579860364e-01,1.839094472522580181e+00
6.290000000000000036e+00,2.570198943855330799e-03,1.427985272618680426e-02,3.260762073580765197e-01,1.901773669688359147e+00
6.299999999999999822e+00,2.638354301577871923e-03,1.441554013606479237e-02,3.190113078323164042e-01,1.966528901417351483e+00
6.310000000000000497e+00,2.720647535322347297e-03,1.457950919560721537e-02,3.104100799003777778e-01,2.033456560602354024e+00
6.320000000000000284e+00,2.817340015359369801e-03,1.477228322161768144e-02,3.000700491934639169e-01,2.102809402024197194e+00
6.330000000000000071e+00,2.928567737448263021e-03,1.499413428596641645e-02,2.877887413427758778e-01,2.174840180463728956e+00
6.339999999999999858e+00,3.054214523088301814e-03,1.524482935781019260e-02,2.733631132690229615e-01,2.249802745349029021e+00
6.350000000000000533e+00,3.194662329603705029e-03,1.552513300609606461e-02,2.565585534267653123e-01,2.327998581029162128e+00
6.360000000000000320e+00,3.350293114318653783e-03,1.583580979977101261e-02,2.370885973567491700e-01,2.409814971281122098e+00
6.370000000000000107e+00,3.521488834557364757e-03,1.617762430778208263e-02,2.146526199816451430e-01,2.495671212004855644e+00
6.379999999999999893e+00,3.708631447644043788e-03,1.655134109907630338e-02,1.889394302040686424e-01,2.586020594073605849e+00
6.390000000000000568e+00,3.912102910902915363e-03,1.695772474260074519e-02,1.596673924339976625e-01,2.681298763466897217e+00
6.400000000000000355e+00,4.132285181658148024e-03,1.739753980730235697e-02,1.266722964729612433e-01,2.781797933200785167e+00
6.410000000000000142e+00,4.369560217233966690e-03,1.787155086212820557e-02,8.999385642346152681e-02,2.887538103834044634e+00
6.419999999999999929e+00,4.624309974954573729e-03,1.838052247602531622e-02,5.018082829258355138e-02,2.997793944137871591e+00
6.429999999999999716e+00,4.897494016150766988e-03,1.892637820745963692e-02,8.283433019390828989e-03,3.111084779337867090e+00
6.440000000000000391e+00,5.188845332532105240e-03,1.950857925395242665e-02,-3.408911836973804038e-02,3.225069775669610284e+00
6.450000000000000178e+00,5.499043227727639163e-03,2.012848605437700389e-02,-7.516653449330135128e-02,3.337160973514364137e+00
6.459999999999999964e+00,5.828855164336790677e-03,2.078763598285966741e-02,-1.136341813135851864e-01,3.445471599959024189e+00
6.469999999999999751e+00,6.179048604958958281e-03,2.148756641352666391e-02,-1.486172113229531355e-01,3.548788871051848481e+00
6.480000000000000426e+00,6.550391012193571699e-03,2.222981472050431298e-02,-1.798832612582473012e-01,3.646853994617066164e+00
6.490000000000000213e+00,6.943649848639963512e-03,2.301591827791872949e-02,-2.074682893979504228e-01,3.739788415043871161e+00
6.500000000000000000e+00,7.359592576897562577e-03,2.384741445989622954e-02,-2.316204963561597496e-01,3.827991440018623237e+00
6.509999999999999787e+00,7.798986659565766526e-03,2.472584064056305639e-02,-2.526385739615144010e-01,3.911913750839079995e+00
6.520000000000000462e+00,8.262599559244014624e-03,2.565273419404555041e-02,-2.708356198968495110e-01,3.992000956964402381e+00
6.530000000000000249e+00,8.752148766409109312e-03,2.663155270057090268e-02,-2.864923114100701995e-01,4.068635665057054318e+00
6.540000000000000036e+00,9.267906046548238588e-03,2.766282923114101247e-02,-2.998845760149935202e-01,4.142187564879879602e+00
6.549999999999999822e+00,9.809800059800838357e-03,2.874640106532043785e-02,-3.112543956294457903e-01,4.212966544998605123e+00
6.560000000000000497e+00,1.037924229623568909e-02,2.988510264355522666e-02,-3.207806664873045221e-01,4.281189997633328304e+00
6.570000000000000284e+00,1.097764424592141859e-02,3.108176840629111107e-02,-3.286422848224447857e-01,4.347075315004127027e+00
6.580000000000000071e+00,1.160641739892680734e-02,3.233923279397412504e-02,-3.350015839396754957e-01,4.410817289759620508e+00
6.589999999999999858e+00,1.226697324532058375e-02,3.366033024705020887e-02,-3.400130977624694073e-01,4.472595463252709180e+00
6.600000000000000533e+00,1.296072327517153872e-02,3.504789520596542085e-02,-3.437826778904604086e-01,4.532525527782283348e+00
6.610000000000000320e+00,1.368907897854828616e-02,3.650476211116546188e-02,-3.464059586197463236e-01,4.590709964525158782e+00
6.620000000000000107e+00,1.445345184551960829e-02,3.803376540309637288e-02,-3.479785742464260867e-01,4.647251254658170794e+00
6.629999999999999893e+00,1.525525336615423874e-02,3.963773952220411151e-02,-3.485915112208142763e-01,4.702245608618876638e+00
6.640000000000000568e+00,1.609589503052098053e-02,4.131951890893475338e-02,-3.483258733151103348e-01,4.755777022574173785e+00
6.650000000000000355e+00,1.697678832868841983e-02,4.308193800373394389e-02,-3.472471058743652472e-01,4.807908830829974889e+00
6.660000000000000142e+00,1.790144745150552830e-02,4.493218147604236684e-02,-3.454121227970338714e-01,4.858692673542187812e+00
6.669999999999999929e+00,1.886939380809096733e-02,4.686914612484779918e-02,-3.428778379815712318e-01,4.908180190866715087e+00
6.679999999999999716e+00,1.988166148592804619e-02,4.889485609411368949e-02,-3.397004803766828229e-01,4.956421811857796733e+00
6.690000000000000391e+00,2.094076897116835950e-02,5.101440927458077146e-02,-3.359312337740545940e-01,5.003461408148734968e+00
6.700000000000000178e+00,2.204923474996321742e-02,5.323290355698923060e-02,-3.316169369348636042e-01,5.049337371441718680e+00
6.709999999999999964e+00,2.320957730846421110e-02,5.555543683207979366e-02,-3.267987031240865980e-01,5.094077385476802000e+00
6.719999999999999751e+00,2.442431513282285194e-02,5.798710699059302087e-02,-3.215176456067008193e-01,5.137709133994035504e+00
6.730000000000000426e+00,2.569596670919074149e-02,6.053301192326969449e-02,-3.158147729353105726e-01,5.180260059092242741e+00
6.740000000000000213e+00,2.702705052371916217e-02,6.319824952084990288e-02,-3.097266768364200229e-01,5.221748429496364530e+00
6.750000000000000000e+00,2.842008506255972594e-02,6.598791767407444220e-02,-3.032962294165776340e-01,5.262207756958471983e+00
6.759999999999999787e+00,2.987758881186392684e-02,6.890711427368384490e-02,-2.965568056806856534e-01,5.301649035714912195e+00
6.770000000000000462e+00,3.140208025778341155e-02,7.196093721041893487e-02,-2.895417806336457733e-01,5.340083260002037591e+00
6.780000000000000249e+00,3.299607788646939655e-02,7.515448437501973111e-02,-2.822845292803615180e-01,5.377521424056187271e+00
6.790000000000000036e+00,3.466590750414276501e-02,7.850140484081080672e-02,-2.748184266257345243e-01,5.413974522113712773e+00
6.799999999999999822e+00,3.640980881695054378e-02,8.199697865950864029e-02,-2.671768476746670395e-01,5.449453548410961190e+00
6.810000000000000497e+00,3.823104574887270513e-02,8.564780952356984556e-02,-2.593912174580580432e-01,5.483969283760948166e+00
6.820000000000000284e+00,4.013385214269754586e-02,8.946268964977978355e-02,-2.514938281327590563e-01,5.517527865865408110e+00
6.830000000000000071e+00,4.212246184121384851e-02,9.345041125492487000e-02,-2.435190090604224811e-01,5.550132921510215311e+00
6.839999999999999858e+00,4.420110868721023600e-02,9.761976655579113205e-02,-2.354934045387951647e-01,5.581788376981427824e+00
6.850000000000000533e+00,4.637402652347553250e-02,1.019795477691650548e-01,-2.274436588656232328e-01,5.612498158565109030e+00
6.860000000000000320e+00,4.864544919279797930e-02,1.065385471118318883e-01,-2.193964163386549482e-01,5.642266192547310766e+00
6.870000000000000107e+00,5.101961053796638668e-02,1.113055568005780760e-01,-2.113783212556364366e-01,5.671096405214096414e+00
6.879999999999999893e+00,5.350074440176937063e-02,1.162893690521897005e-01,-2.034159115539337370e-01,5.698992804729435591e+00
6.890000000000000568e+00,5.609308462699581777e-02,1.214987760834532610e-01,-1.955277225617637338e-01,5.725964081391342830e+00
6.900000000000000355e+00,5.880086505643386530e-02,1.269425701111538962e-01,-1.877484144769765717e-01,5.752004433876632739e+00
6.910000000000000142e+00,6.162840948899431237e-02,1.326298658968771416e-01,-1.800930088961791298e-01,5.777123593409091207e+00
