t,theta_student,phi_student,theta_reference,phi_reference
2.300000000000000266e+00,6.821946147770849844e-01,5.993573443819680158e+00,-1.466720483429453763e-02,6.253579631085727897e+00
2.310000000000000053e+00,6.881609319926034196e-01,6.005833252744514184e+00,-1.409805312718507078e-02,6.255106657163596040e+00
2.319999999999999840e+00,6.938978802531514667e-01,6.017597490392632587e+00,-1.356327334291261219e-02,6.256541172073426971e+00
2.330000000000000071e+00,6.994120028275123691e-01,6.028882075732957979e+00,-1.306117550039289504e-02,6.257887739953407191e+00
2.339999999999999858e+00,7.047098429844688150e-01,6.039702927734410309e+00,-1.259006961854171845e-02,6.259150924941723204e+00
2.350000000000000089e+00,7.097979439928042700e-01,6.050075965365914854e+00,-1.214826571627479826e-02,6.260335291176564176e+00
2.359999999999999876e+00,7.146828491213014223e-01,6.060017107596392449e+00,-1.173407381250792837e-02,6.261445402796116610e+00
2.370000000000000107e+00,7.193711016387438484e-01,6.069542273394764820e+00,-1.134590163798109008e-02,6.262485560630703496e+00
2.379999999999999893e+00,7.238692448139140145e-01,6.078667381729955466e+00,-1.098357814215478526e-02,6.263456222470212609e+00
2.390000000000000124e+00,7.281838219155954972e-01,6.087408351570886111e+00,-1.064417404915940328e-02,6.264365271219170417e+00
2.399999999999999911e+00,7.323213762125710957e-01,6.095781101886478481e+00,-1.032697114688469094e-02,6.265214639343690273e+00
2.410000000000000142e+00,7.362884509736240535e-01,6.103801551645656076e+00,-1.003125122322033776e-02,6.266006259309884641e+00
2.419999999999999929e+00,7.400886778184684323e-01,6.111478364173812849e+00,-9.756296066056088789e-03,6.266742063583865985e+00
2.430000000000000160e+00,7.437306436608268623e-01,6.118829539941402551e+00,-9.501387463281637039e-03,6.267423984631748546e+00
2.439999999999999947e+00,7.472233502501405278e-01,6.125874867481102548e+00,-9.265807202786724081e-03,6.268053954919644788e+00
2.450000000000000178e+00,7.505715759317161950e-01,6.132624411888610183e+00,-9.048837072461048125e-03,6.268633906913668064e+00
2.459999999999999964e+00,7.537800990508595200e-01,6.139088238259621910e+00,-8.849758860194342075e-03,6.269165773079929949e+00
2.470000000000000195e+00,7.568536979528770470e-01,6.145276411689835960e+00,-8.667854353876312812e-03,6.269651485884544684e+00
2.479999999999999982e+00,7.597971509830747650e-01,6.151198997274948788e+00,-8.502405341396689770e-03,6.270092977793625622e+00
2.490000000000000213e+00,7.626152364867589961e-01,6.156866060110656846e+00,-8.352693610645176361e-03,6.270492181273284338e+00
2.500000000000000000e+00,7.653127328092358406e-01,6.162287665292657479e+00,-8.218822087319326009e-03,6.270848820543316826e+00
2.510000000000000231e+00,7.678944182958115094e-01,6.167473877916648028e+00,-8.099603266794140957e-03,6.271166087056082361e+00
2.520000000000000018e+00,7.703650712917921028e-01,6.172434763078324949e+00,-7.994423595922710984e-03,6.271445630235052526e+00
2.530000000000000249e+00,7.727294701424840540e-01,6.177180385873384694e+00,-7.903178454741074943e-03,6.271687731359444129e+00
2.540000000000000036e+00,7.749923931931932408e-01,6.181720811397525495e+00,-7.825763223285289033e-03,6.271892671708473088e+00
2.550000000000000266e+00,7.771586187892260966e-01,6.186066104746443806e+00,-7.762073281591397311e-03,6.272060732561356211e+00
2.560000000000000053e+00,7.792228312053255390e-01,6.190205306701519916e+00,-7.712004009695452508e-03,6.272192195197310305e+00
2.569999999999999840e+00,7.812010926665440280e-01,6.194171372603883619e+00,-7.675450787633500416e-03,6.272287340895551289e+00
2.580000000000000071e+00,7.830976818600081657e-01,6.197973039496909031e+00,-7.652308995441588560e-03,6.272346450935295969e+00
2.589999999999999858e+00,7.849150306695877877e-01,6.201615230127748291e+00,-7.642474013155768804e-03,6.272369806595761155e+00
2.600000000000000089e+00,7.866555709791531736e-01,6.205102867243551756e+00,-7.645841220812087807e-03,6.272357689156163651e+00
2.609999999999999876e+00,7.883217346725743813e-01,6.208440873591469789e+00,-7.662305998446593963e-03,6.272310379895718491e+00
2.620000000000000107e+00,7.899159536337216903e-01,6.211634171918654523e+00,-7.692163435780387595e-03,6.272227084558569921e+00
2.629999999999999893e+00,7.914406597464649362e-01,6.214687684972256321e+00,-7.735699043051182805e-03,6.272107035087063132e+00
2.640000000000000124e+00,7.928982848946743989e-01,6.217606335499425541e+00,-7.791948690909702643e-03,6.271952826433275341e+00
2.649999999999999911e+00,7.942912609622201359e-01,6.220395046247314319e+00,-7.861367929029952975e-03,6.271763233462308129e+00
2.660000000000000142e+00,7.956220198329724269e-01,6.223058739963072128e+00,-7.944412307085948338e-03,6.271537031039266630e+00
2.669999999999999929e+00,7.968929933908012186e-01,6.225602339393851103e+00,-8.041537374751692863e-03,6.271272994029253312e+00
2.680000000000000160e+00,7.981066135195766797e-01,6.228030767286801606e+00,-8.153198681701202821e-03,6.270969897297371531e+00
2.689999999999999947e+00,7.992653121031689789e-01,6.230348946389074882e+00,-8.279851777608478874e-03,6.270626515708724646e+00
2.700000000000000178e+00,8.003715210254481738e-01,6.232561799447821294e+00,-8.421952212147542499e-03,6.270241624128416902e+00
2.709999999999999964e+00,8.014276721702843220e-01,6.234674249210192087e+00,-8.579955534992390886e-03,6.269813997421551655e+00
2.720000000000000195e+00,8.024361974215477034e-01,6.236691218423337624e+00,-8.754317295817048983e-03,6.269342410453231373e+00
2.729999999999999982e+00,8.033995286631082644e-01,6.238617629834410039e+00,-8.945493044295507040e-03,6.268825638088559415e+00
2.740000000000000213e+00,8.043200977788361739e-01,6.240458406190559693e+00,-9.153938330101796944e-03,6.268262455192640914e+00
2.750000000000000000e+00,8.051996438224352515e-01,6.242217076446867630e+00,-9.381945232033074220e-03,6.267646666773881492e+00
2.760000000000000231e+00,8.060359348284968917e-01,6.243889113809015790e+00,-9.627782510821582609e-03,6.266982973768155496e+00
2.770000000000000018e+00,8.068362181247911158e-01,6.245489048303706880e+00,-9.892354359617100759e-03,6.266268943470153729e+00
2.780000000000000249e+00,8.076014661737910272e-01,6.247018829327600997e+00,-1.017690713844582318e-02,6.265501216927447103e+00
2.790000000000000036e+00,8.083326514379690630e-01,6.248480406277361787e+00,-1.048268720733389579e-02,6.264676435187607417e+00
2.800000000000000266e+00,8.090307463797983267e-01,6.249875728549652010e+00,-1.081094092630752006e-02,6.263791239298206470e+00
2.810000000000000053e+00,8.096967234617514775e-01,6.251206745541132648e+00,-1.116291465539283670e-02,6.262842270306816950e+00
2.819999999999999840e+00,8.103315551463013966e-01,6.252475406648467349e+00,-1.153985475461603329e-02,6.261826169261010655e+00
2.830000000000000071e+00,8.109362138959207433e-01,6.253683661268317096e+00,-1.194300758400329912e-02,6.260739577208359385e+00
2.839999999999999858e+00,8.115116721730825100e-01,6.254833458797345536e+00,-1.237361950358077146e-02,6.259579135196435828e+00
2.850000000000000089e+00,8.120589024402593559e-01,6.255926748632215428e+00,-1.283293687337466044e-02,6.258341484272810895e+00
2.859999999999999876e+00,8.125788771599241622e-01,6.256965480169587757e+00,-1.332220605341109809e-02,6.257023265485058161e+00
2.870000000000000107e+00,8.130725687945498104e-01,6.257951602806125280e+00,-1.384464922430815766e-02,6.255615630313691611e+00
2.879999999999999893e+00,8.135409498066088485e-01,6.258887065938489869e+00,-1.440046814032365161e-02,6.254118158417145246e+00
2.890000000000000124e+00,8.139849926585743800e-01,6.259773818963346059e+00,-1.498948613209786541e-02,6.252531499885370714e+00
2.899999999999999911e+00,8.144056698129189531e-01,6.260613811277353058e+00,-1.561433108407918671e-02,6.250848508883180443e+00
2.910000000000000142e+00,8.148039537321155601e-01,6.261408992277176289e+00,-1.627763088071610548e-02,6.249062039575383309e+00
2.919999999999999929e+00,8.151808168786369713e-01,6.262161311359475846e+00,-1.698201340645700413e-02,6.247164946126789076e+00
2.930000000000000160e+00,8.155372317149559569e-01,6.262872717920915377e+00,-1.773010654575038134e-02,6.245150082702208394e+00
2.939999999999999947e+00,8.158741707035452873e-01,6.263545161358156754e+00,-1.852453818304460390e-02,6.243010303466451916e+00
2.950000000000000178e+00,8.161913896079882047e-01,6.264178154932735332e+00,-1.936793620278818781e-02,6.240738462584328516e+00
2.959999999999999964e+00,8.164890489767572257e-01,6.264772016248976172e+00,-2.026292848942948949e-02,6.238327414220649736e+00
2.970000000000000195e+00,8.167698938331875436e-01,6.265332238896205830e+00,-2.121214292741702839e-02,6.235770012540224450e+00
2.979999999999999982e+00,8.170341763407235058e-01,6.265859327531124734e+00,-2.221820740119915399e-02,6.233059111707863309e+00
2.990000000000000213e+00,8.172821486628099041e-01,6.266353786810432425e+00,-2.328433075651190412e-02,6.230185715704110727e+00
3.000000000000000000e+00,8.175140629628911970e-01,6.266816121390830219e+00,-2.441714589975377617e-02,6.227130103797124505e+00
3.010000000000000231e+00,8.177301714044119541e-01,6.267246835929017656e+00,-2.561349196437802053e-02,6.223904089195320566e+00
3.020000000000000018e+00,8.179307261508168558e-01,6.267646435081695167e+00,-2.687827806394749164e-02,6.220493796573694389e+00
3.030000000000000249e+00,8.181159793655504719e-01,6.268015423505563177e+00,-2.821641331202525901e-02,6.216885350607240568e+00
3.040000000000000036e+00,8.182861832120573720e-01,6.268354305857322117e+00,-2.963280682217416320e-02,6.213064875970955470e+00
3.050000000000000266e+00,8.184415898537820144e-01,6.268663586793670639e+00,-3.113236770795728761e-02,6.209018497339831910e+00
3.060000000000000053e+00,8.185824514541691910e-01,6.268943770971310059e+00,-3.272000508293745891e-02,6.204732339388867146e+00
3.070000000000000284e+00,8.187090201766632491e-01,6.269195363046941694e+00,-3.440062806067777090e-02,6.200192526793055769e+00
3.080000000000000071e+00,8.188215481847089805e-01,6.269418867677263307e+00,-3.617914575474104333e-02,6.195385184227393260e+00
3.089999999999999858e+00,8.189202876417508437e-01,6.269614789518977105e+00,-3.806046727869029367e-02,6.190296436366873323e+00
3.100000000000000089e+00,8.190054907112335192e-01,6.269783633228782627e+00,-4.004950174608858104e-02,6.184912407886493213e+00
3.109999999999999876e+00,8.190774095566014656e-01,6.269925903463379413e+00,-4.215115827049868008e-02,6.179219223461246635e+00
3.120000000000000107e+00,8.191362963412992526e-01,6.270042104879468781e+00,-4.436967605018568572e-02,6.173192094415057340e+00
3.129999999999999893e+00,8.191824032287715607e-01,6.270132742133750270e+00,-4.671267196420829382e-02,6.166825162609122835e+00
3.140000000000000124e+00,8.192159823824629594e-01,6.270198319882924309e+00,-4.918723445614597151e-02,6.160101987521243494e+00
3.149999999999999911e+00,8.192370335863289332e-01,6.270238837720231828e+00,-5.179990075642428027e-02,6.153000087927496864e+00
3.160000000000000142e+00,8.192455140218938281e-01,6.270254209907323073e+00,-5.455720809546922567e-02,6.145496982603959601e+00
3.169999999999999929e+00,8.192414502294816936e-01,6.270244489551572542e+00,-5.746569370370635532e-02,6.137570190326710140e+00
3.180000000000000160e+00,8.192247450687204502e-01,6.270209482267052437e+00,-6.053189481156172336e-02,6.129197229871826025e+00
3.189999999999999947e+00,8.191953013992379073e-01,6.270148993667834070e+00,-6.376234864946081493e-02,6.120355620015385689e+00
3.200000000000000178e+00,8.191530220806623186e-01,6.270062829367989643e+00,-6.716359244782973970e-02,6.111022879533465790e+00
3.209999999999999964e+00,8.190978099726214934e-01,6.269950794981592246e+00,-7.074216343709394117e-02,6.101176527202144761e+00
3.220000000000000195e+00,8.190295679347433522e-01,6.269812696122713191e+00,-7.450459884767952901e-02,6.090794081797500148e+00
3.229999999999999982e+00,8.189481988266560375e-01,6.269648338405423793e+00,-7.845743591001197448e-02,6.079853062095609495e+00
3.240000000000000213e+00,8.188534992258554857e-01,6.269457314649375945e+00,-8.260013300237563361e-02,6.068335954262041199e+00
3.250000000000000000e+00,8.187453103338225846e-01,6.269239307116488469e+00,-8.693980592955462272e-02,6.056216172854774982e+00
3.260000000000000231e+00,8.186236392844764564e-01,6.268994330361693734e+00,-9.149965134323762017e-02,6.043454583494789922e+00
3.270000000000000018e+00,8.184881383781611452e-01,6.268721688486214028e+00,-9.627948872759570231e-02,6.030029540035393154e+00
3.280000000000000249e+00,8.183384599152205841e-01,6.268420685591270747e+00,-1.012791375668007782e-01,6.015919396329890034e+00
3.290000000000000036e+00,8.181742561959989279e-01,6.268090625778087066e+00,-1.064984173450238825e-01,6.001102506231588585e+00
3.300000000000000266e+00,8.179951795208403320e-01,6.267730813147884383e+00,-1.119371475464369659e-01,5.985557223593793275e+00
3.310000000000000053e+00,8.178008821900887293e-01,6.267340551801884097e+00,-1.175951476552110214e-01,5.969261902269811237e+00
3.320000000000000284e+00,8.175910165040882749e-01,6.266919145841310268e+00,-1.234722371555180276e-01,5.952194896112947831e+00
3.330000000000000071e+00,8.173652347631829018e-01,6.266465899367383408e+00,-1.295682355315289636e-01,5.934334558976510188e+00
3.339999999999999858e+00,8.171228017712659497e-01,6.265979339638977130e+00,-1.358829622674155579e-01,5.915659244713804554e+00
3.350000000000000089e+00,8.168637994730765239e-01,6.265459632804224022e+00,-1.423986339612276497e-01,5.896158883707160570e+00
3.359999999999999876e+00,8.165875706033874915e-01,6.264905462712568429e+00,-1.491281830263829211e-01,5.875803334911656961e+00
3.370000000000000107e+00,8.162934578499935201e-01,6.264315513119250944e+00,-1.560714775692953749e-01,5.854572795778852701e+00
3.379999999999999893e+00,8.159808039006891667e-01,6.263688467779515712e+00,-1.632101719320107336e-01,5.832459713996316353e+00
3.390000000000000124e+00,8.156489514432689880e-01,6.263023010448603323e+00,-1.705259204565759690e-01,5.809456537251610264e+00
3.399999999999999911e+00,8.152972431655276520e-01,6.262317824881755257e+00,-1.780003774850367759e-01,5.785555713232302999e+00
3.410000000000000142e+00,8.149250217552596043e-01,6.261571594834213883e+00,-1.856151973594400983e-01,5.760749689625957792e+00
3.419999999999999929e+00,8.145316299002595128e-01,6.260783004061221568e+00,-1.933520344218317144e-01,5.735030914120143208e+00
3.430000000000000160e+00,8.141147071411729552e-01,6.259947301264070951e+00,-2.011925430142585680e-01,5.708391834402422482e+00
3.439999999999999947e+00,8.136755007801970141e-01,6.259067012983449807e+00,-2.091183774787662986e-01,5.680824898160363290e+00
3.450000000000000178e+00,8.132136986078449814e-01,6.258141522388701361e+00,-2.171111921574019887e-01,5.652322553081529755e+00
3.459999999999999964e+00,8.127280463938026944e-01,6.257168312802010135e+00,-2.251366283056849826e-01,5.622856900227774624e+00
3.470000000000000195e+00,8.122172899077557684e-01,6.256144867545558874e+00,-2.331842240974317249e-01,5.592462922612792653e+00
3.479999999999999982e+00,8.116801749193899296e-01,6.255068669941533877e+00,-2.412252441054108520e-01,5.561137927228219091e+00
3.490000000000000213e+00,8.111154471983909042e-01,6.253937203312117887e+00,-2.492276429676544558e-01,5.528873062207331657e+00
3.500000000000000000e+00,8.105218525144444186e-01,6.252747950979495428e+00,-2.571593753221932399e-01,5.495659475683412509e+00
3.510000000000000231e+00,8.098981366372359769e-01,6.251498396265850133e+00,-2.649883958070594625e-01,5.461488315789738479e+00
3.520000000000000018e+00,8.092430453364515275e-01,6.250186022493367410e+00,-2.726826590602837164e-01,5.426350730659593502e+00
3.530000000000000249e+00,8.085553243817765745e-01,6.248808312984229119e+00,-2.802101197198981763e-01,5.390237868426252632e+00
3.540000000000000036e+00,8.078337195428968442e-01,6.247362751060622443e+00,-2.875387324239336295e-01,5.353140877222999805e+00
3.550000000000000266e+00,8.070769765894980630e-01,6.245846820044728354e+00,-2.946364518104221397e-01,5.315050905183111851e+00
3.560000000000000053e+00,8.062838412912659569e-01,6.244258003258733147e+00,-3.014712325173945495e-01,5.275959100439870930e+00
3.570000000000000284e+00,8.054511386729332756e-01,6.242589821730274657e+00,-3.080105139483837462e-01,5.235855620374058716e+00
3.580000000000000071e+00,8.045780460436771087e-01,6.240840668126459434e+00,-3.142176991381995244e-01,5.194723108691920999e+00
3.589999999999999858e+00,8.036655529004748111e-01,6.239012684240142548e+00,-3.200548614643028977e-01,5.152540381953795823e+00
3.600000000000000089e+00,8.027112588862481690e-01,6.237101016404951181e+00,-3.254834344354274323e-01,5.109284541499371279e+00
3.609999999999999876e+00,8.017127636439190796e-01,6.235100810954514294e+00,-3.304603552785022602e-01,5.064926107705703728e+00
3.620000000000000107e+00,8.006676668164094401e-01,6.233007214222457293e+00,-3.349532293503444946e-01,5.019450038150998772e+00
3.629999999999999893e+00,7.995735680466412587e-01,6.230815372542409136e+00,-3.389183669980857516e-01,4.972823712118068507e+00
3.640000000000000124e+00,7.984280669775363215e-01,6.228520432247997007e+00,-3.423053571166432274e-01,4.925004677799607933e+00
3.649999999999999911e+00,7.972287632520166367e-01,6.226117539672848089e+00,-3.450637886009334521e-01,4.875950483388320045e+00
3.660000000000000142e+00,7.959732565130038795e-01,6.223601841150589564e+00,-3.471432503458735663e-01,4.825618677076900731e+00
3.669999999999999929e+00,7.946591464034202801e-01,6.220968483014849504e+00,-3.484787444374633503e-01,4.773947687976595411e+00
3.680000000000000160e+00,7.932840325661874026e-01,6.218212611599255091e+00,-3.490359362791839448e-01,4.720914509836884321e+00
3.689999999999999947e+00,7.918455146442272552e-01,6.215329373237433508e+00,-3.487412593017136242e-01,4.666445294569677493e+00
3.700000000000000178e+00,7.903411922804618461e-01,6.212313914263012826e+00,-3.475093360893148908e-01,4.610450928598876175e+00
3.709999999999999964e+00,7.887676679130076751e-01,6.209159121912995793e+00,-3.452547892262501916e-01,4.552842298348391381e+00
3.720000000000000195e+00,7.871186219007924034e-01,6.205851352301372081e+00,-3.418922412967818625e-01,4.493530290242122582e+00
3.729999999999999982e+00,7.853980516727540051e-01,6.202400462828912886e+00,-3.373256468746494430e-01,4.432411650313648366e+00
3.740000000000000213e+00,7.836016751437119288e-01,6.198797547165364463e+00,-3.314457102644590702e-01,4.369366901737874009e+00
3.750000000000000000e+00,7.817252102284857340e-01,6.195033698980470405e+00,-3.241107177266379646e-01,4.304231778786848039e+00
3.760000000000000231e+00,7.797643748418949805e-01,6.191100011943976078e+00,-3.151605529784460291e-01,4.236811775900092947e+00
3.770000000000000018e+00,7.777148868987591168e-01,6.186987579725626851e+00,-3.044579036699951446e-01,4.166956294078504541e+00
3.780000000000000249e+00,7.755724643138975916e-01,6.182687495995166316e+00,-2.918115860411741314e-01,4.094434750449973848e+00
3.790000000000000036e+00,7.733328250021300754e-01,6.178190854422340728e+00,-2.769663857733618006e-01,4.018909619594907667e+00
3.800000000000000266e+00,7.709916868782759058e-01,6.173488748676892790e+00,-2.596670885479341884e-01,3.940043376093699479e+00
3.810000000000000053e+00,7.685447678571547536e-01,6.168572272428569647e+00,-2.396547830603216189e-01,3.857492108495640615e+00
3.820000000000000284e+00,7.659877858535860673e-01,6.163432519347114891e+00,-2.166238581963948473e-01,3.770826681531993518e+00
3.830000000000000071e+00,7.633164587823894065e-01,6.158060583102273000e+00,-1.902539309410841151e-01,3.679576455993358142e+00
3.839999999999999858e+00,7.605265045583843309e-01,6.152447557363789343e+00,-1.602920737377288019e-01,3.583340362773492771e+00
3.850000000000000089e+00,7.576136410963901779e-01,6.146584535801409288e+00,-1.265676970620127073e-01,3.481812488829872709e+00
3.859999999999999876e+00,7.545699748896000925e-01,6.140447091558091763e+00,-8.926326436238532502e-02,3.375180809255855507e+00
3.870000000000000107e+00,7.513942449342420060e-01,6.134043323688578297e+00,-4.893372247494202909e-02,3.264177902010781729e+00
3.879999999999999893e+00,7.480808224409017937e-01,6.127361790278651021e+00,-6.824017784657078825e-03,3.150581945000146877e+00
3.890000000000000124e+00,7.446233195941518446e-01,6.120387612436228864e+00,3.542861351716184576e-02,3.036776779578012508e+00
3.899999999999999911e+00,7.410153485785649918e-01,6.113105911269229864e+00,7.612067997456097024e-02,2.925248316940915583e+00
3.910000000000000142e+00,7.372505215787135135e-01,6.105501807885572063e+00,1.139713413393289854e-01,2.817830697992699918e+00
3.919999999999999929e+00,7.333224507791704649e-01,6.097560423393174389e+00,1.482600433383335081e-01,2.715502879212681187e+00
3.930000000000000160e+00,7.292247483645081241e-01,6.089266878899954882e+00,1.788216410821763525e-01,2.618428335563550036e+00
3.939999999999999947e+00,7.249510265192993241e-01,6.080606295513831583e+00,2.057391600552948840e-01,2.526420673526824423e+00
3.950000000000000178e+00,7.204948974281163432e-01,6.071563794342723419e+00,2.292773296997751564e-01,2.439063332825447628e+00
3.959999999999999964e+00,7.158499732755322364e-01,6.062124496494548431e+00,2.497444207483253686e-01,2.355894200197867772e+00
3.970000000000000195e+00,7.110098662461191710e-01,6.052273523077224660e+00,2.674440060124936847e-01,2.276487245992371733e+00
3.979999999999999982e+00,7.059681885244502020e-01,6.041995995198671032e+00,2.826551761113034744e-01,2.200462251972015615e+00
3.990000000000000213e+00,7.007185522950976075e-01,6.031277033966805590e+00,2.956560489264660196e-01,2.127448979593342226e+00
4.000000000000000000e+00,6.952551048266550904e-01,6.020100500979072677e+00,3.066624395810813031e-01,2.057175875482478489e+00
4.009999999999999787e+00,6.895693817197328102e-01,6.008447644011096322e+00,3.158607166700133084e-01,1.989414732679121833e+00
4.020000000000000462e+00,6.836543685149498728e-01,5.996300249877760002e+00,3.234257953893696080e-01,1.923952514862874885e+00
4.030000000000000249e+00,6.775040699039227565e-01,5.983639752816643842e+00,3.295307377212061128e-01,1.860582848515421661e+00
4.040000000000000036e+00,6.711124905782661632e-01,5.970447587065322637e+00,3.343084136568509890e-01,1.799154692438361014e+00
4.049999999999999822e+00,6.644736352295954607e-01,5.956705186861372070e+00,3.378570980288521097e-01,1.739562077622067493e+00
4.060000000000000497e+00,6.575815085495253509e-01,5.942393986442367826e+00,3.402750656697571818e-01,1.681699035056911207e+00
4.070000000000000284e+00,6.504317020449422726e-01,5.927496005085485464e+00,3.416605914121134679e-01,1.625459595733277363e+00
4.080000000000000071e+00,6.430175844993822887e-01,5.911991639799427212e+00,3.421048900230143075e-01,1.570747163197275587e+00
4.089999999999999858e+00,6.353318951825777106e-01,5.895860561728393456e+00,3.416839642316362169e-01,1.517484417903265159e+00
4.099999999999999645e+00,6.273727252866843074e-01,5.879084564990069595e+00,3.404596195252612700e-01,1.465613022372000307e+00
4.110000000000000320e+00,6.191381660038572932e-01,5.861645443702144576e+00,3.384900322597019784e-01,1.415079592726327995e+00
4.120000000000000107e+00,6.106263085262539914e-01,5.843524991982307348e+00,3.358333787907713530e-01,1.365830745089108733e+00
4.129999999999999893e+00,6.018352440460295050e-01,5.824705003948244197e+00,3.325439471078185383e-01,1.317818889543376892e+00
4.139999999999999680e+00,5.927640347177530744e-01,5.805167889700489248e+00,3.286724411841043803e-01,1.270999739268780404e+00
4.150000000000000355e+00,5.834157022466921472e-01,5.784898177512462603e+00,3.242619982127317169e-01,1.225342025085929709e+00
4.160000000000000142e+00,5.737822314620295572e-01,5.763872913844934054e+00,3.193551174020998196e-01,1.180815595193168921e+00
4.169999999999999929e+00,5.638713317530679170e-01,5.742079211637047820e+00,3.139939057290577207e-01,1.137391243495425197e+00
4.179999999999999716e+00,5.536907125091103943e-01,5.719504183827952559e+00,3.082172483357971671e-01,1.095046221048957547e+00
4.190000000000000391e+00,5.432480831194593796e-01,5.696134943356793379e+00,3.020679858902950987e-01,1.053746522574298350e+00
4.200000000000000178e+00,5.325511529734202609e-01,5.671958603162722490e+00,2.955803380963935023e-01,1.013479216057938226e+00
4.209999999999999964e+00,5.216076314602953179e-01,5.646962276184884999e+00,2.887885246579327547e-01,9.742313694863572460e-01
4.219999999999999751e+00,5.104615082420208561e-01,5.621150016138223293e+00,2.817267652787537324e-01,9.359900508460391455e-01
4.230000000000000426e+00,4.990706572009081521e-01,5.594486304455879022e+00,2.744292796626966457e-01,8.987423281234642181e-01
4.240000000000000213e+00,4.874549044142184595e-01,5.566966466239497535e+00,2.669302875136036479e-01,8.624752693051227492e-01
4.250000000000000000e+00,4.756427532655966295e-01,5.538589955496711070e+00,2.592465265232036797e-01,8.271725773468887599e-01
4.259999999999999787e+00,4.636627071386886234e-01,5.509356226235154530e+00,2.514313905792082693e-01,7.928318697735745602e-01
4.270000000000000462e+00,4.515432694171392369e-01,5.479264732462460152e+00,2.435231917059689222e-01,7.594513962402875684e-01
4.280000000000000249e+00,4.393129434845965409e-01,5.448314928186267281e+00,2.355466649947707547e-01,7.270264971842979040e-01
4.290000000000000036e+00,4.270002327247054419e-01,5.416506267414208153e+00,2.275265455368967460e-01,6.955525130428664715e-01
4.299999999999999822e+00,4.146336405211117904e-01,5.383838204153918561e+00,2.194875684236305968e-01,6.650247842532573950e-01
4.310000000000000497e+00,4.022416702574604375e-01,5.350310192413029853e+00,2.114544687462552863e-01,6.354386512527321340e-01
4.320000000000000284e+00,3.898528253173995095e-01,5.315921686199182261e+00,2.034519815960559030e-01,6.067894544785600308e-01
4.330000000000000071e+00,3.775023762531444227e-01,5.280664483775062479e+00,1.955048420643154816e-01,5.790725343680025450e-01
4.339999999999999858e+00,3.652278706536994934e-01,5.244551671804959625e+00,1.876377852423176673e-01,5.522832313583234676e-01
4.350000000000000533e+00,3.530650926090234676e-01,5.207600122110080498e+00,1.798755462213454948e-01,5.264168858867850354e-01
4.360000000000000320e+00,3.410615416166519753e-01,5.169807011955483311e+00,1.722386153500645722e-01,5.014654688374889924e-01
4.370000000000000107e+00,3.292647171741174272e-01,5.131169518606215618e+00,1.647457968755170199e-01,4.774240746457640294e-01
4.379999999999999893e+00,3.177221187789532886e-01,5.091684819327329414e+00,1.574209336904562884e-01,4.542917736307037768e-01
4.389999999999999680e+00,3.064812459286930246e-01,5.051350091383876695e+00,1.502726654519704053e-01,4.320536659269572644e-01
4.400000000000000355e+00,2.955895981208691015e-01,5.010162512040904126e+00,1.433096318171468431e-01,4.106948516691718565e-01
4.410000000000000142e+00,2.850946748530169828e-01,4.968119258563471696e+00,1.365404724430748507e-01,3.902004309920003577e-01
4.419999999999999929e+00,2.750476727741071326e-01,4.925198118338138364e+00,1.299738269868419005e-01,3.705555040300899661e-01
4.429999999999999716e+00,2.654987355557393292e-01,4.881404982602243869e+00,1.236183351055359647e-01,3.517451709180898778e-01
4.440000000000000391e+00,2.564974824451531354e-01,4.836750616949734294e+00,1.174814722955574708e-01,3.337538389376698000e-01
4.450000000000000178e+00,2.481011886013194945e-01,4.791199427234080765e+00,1.115666558594637092e-01,3.165622838720346111e-01
4.459999999999999964e+00,2.403671291832069068e-01,4.744715819308745530e+00,1.058781556500284077e-01,3.001507029317136421e-01
4.469999999999999751e+00,2.333525793497847611e-01,4.697264199027194387e+00,1.004135100263790770e-01,2.844955628426840133e-01
4.480000000000000426e+00,2.271148142600218356e-01,4.648808972242887805e+00,9.517025734764272826e-02,2.695733303309215678e-01
4.490000000000000213e+00,2.217111090728886291e-01,4.599314544809300465e+00,9.014593597294777438e-02,2.553604721224060903e-01
4.500000000000000000e+00,2.171987389473538643e-01,4.548745322579891948e+00,8.533808426142124037e-02,2.418334549431132019e-01
4.509999999999999787e+00,2.136352317766405939e-01,4.497064019497579501e+00,8.074422655017982065e-02,2.289687771437418362e-01
4.520000000000000462e+00,2.110815696193174273e-01,4.444213668426352903e+00,7.635980392770698455e-02,2.167433482219111029e-01
4.530000000000000249e+00,2.095983712647829789e-01,4.390134129380935946e+00,7.217986486882325969e-02,2.051288646633696588e-01
4.540000000000000036e+00,2.092454824393547019e-01,4.334766240039787277e+00,6.819793587850264682e-02,1.941015957749186172e-01
4.549999999999999822e+00,2.100824438316030995e-01,4.278047653852028454e+00,6.440754346171956302e-02,1.836378108633602846e-01
4.560000000000000497e+00,2.121663216880837199e-01,4.219915235646237939e+00,6.080221412344809229e-02,1.737137792354960242e-01
4.570000000000000284e+00,2.155535428719451696e-01,4.160305095041079149e+00,5.737547436866331785e-02,1.643057701981298635e-01
4.580000000000000071e+00,2.202945454797415326e-01,4.099157276184146603e+00,5.412085070233930983e-02,1.553900530580631378e-01
4.589999999999999858e+00,2.264211662910378398e-01,4.036432679451396943e+00,5.103217782458715351e-02,1.469456212514561599e-01
